District,County,SubCounty,Parish,Village
KAMPALA,KCCA,KAWEMPE DIVISION,MPERERWE,SEKATI
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,BUTAKABUKIRWA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,DOCTORS VILLAGE
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,KIBAAWO
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,MULAGO HOSPITAL
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,HOUSING MEDICAL
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,OWEN  ROAD
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,TUFNEL 
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO I,UPPER MAWANDA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,BAKERY
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,KAFEERO
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,KATALE
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,KIWONVU
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,NALWEWUBA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,TRIANGLE 
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO II,UEB
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO III,KALERWE
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO III,KIFUMBIRA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO III,LOWER NSOOBA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO III,EAST NSOOBA
KAMPALA,KCCA,KAWEMPE DIVISION,MULAGO III,UPPER NSOOBA
KAMPALA,KCCA,KAWEMPE DIVISION,WANDEGEYA,BUSIA
KAMPALA,KCCA,KAWEMPE DIVISION,WANDEGEYA,KATALE
KAMPALA,KCCA,KAWEMPE DIVISION,WANDEGEYA,KIMWANYI
KAMPALA,KCCA,KAWEMPE DIVISION,WANDEGEYA,SOWETO
KAMPALA,KCCA,KAWEMPE DIVISION,KYEBANDO II,KANYANYA QUARTERS
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,BUSEGA CENTRAL A
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,BUSEGA  CENTRAL B
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,BUSEGA CENTRAL C
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,KABAALE
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,KIBUMBIRO A
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,KIBUMBIRO B
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,KIGWANYA
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,KITAKA
KAMPALA,KCCA,LUBAGA DIVISION,BUSEGA,NABISASIRO
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,CHURCH
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,KIRONDE
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,SEMBULE
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,SERWADDA
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,SIMBWA
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,ST ANNE
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,SUNA
KAMPALA,KCCA,LUBAGA DIVISION,KABOWA,WANKULUKUKU
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KASUBI I
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KASUBI II
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KASUBI III
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KASUBI IV
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KAWAALA CENTRAL
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KAWAALA I
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,KAWAALA II
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI I,NAMUNGOONA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,BEN KIWANUKA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,BULWA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,CHURCH
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,HOSPITAL
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,KABUUSU
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,KAKEEKA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,KAYANJA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,LUBIRI
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,LULE
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,MUSIGULA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,NABUNYA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,NALUKOLONGO
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,POPE  PAUL
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,WAGABA
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,WAKALIGA A
KAMPALA,KCCA,LUBAGA DIVISION,LUBAGA,WAKALIGA B
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,LUBYA  
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,LUGALA 
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,LUSAZE 
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,MAPEERA  
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,MASANAFU KINOONYA
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,MASANAFU BUKULUGI
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,NABULAGALA
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,NAMUNGOONA I
KAMPALA,KCCA,LUBAGA DIVISION,LUBYA,NAMUNGOONA II
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,BULANGE A
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,BULANGE B
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,KIKANDWA
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,KITUNZI
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,KYOBE
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,MAKAMBA
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,MBUUBI
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,SSENDAWULA
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,WAKALIGA
KAMPALA,KCCA,LUBAGA DIVISION,LUNGUJJA,ZONE VIII
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,KABAAWO
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,KIGAGGA
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,KITAWULUZI
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,KITEBI
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,KWEBA
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,MBAAWO
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,MUTUNDWE I
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,MUTUNDWE II
KAMPALA,KCCA,LUBAGA DIVISION,MUTUNDWE,NYANAMA
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI I,BUSABALA ROAD
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI I,CENTRAL ZONE
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI I,CHURCH ZONE
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI I,NAMULI
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI II,KIZITO
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI II,MASANYALAZE
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI II,QUARTER
KAMPALA,KCCA,LUBAGA DIVISION,NAJJANANKUMBI II,STELLA
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,BAKULI
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,BAKULI  MARKET
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,BUTIKIRO
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,CHURCH ZONE
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,HAM MUKASA
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,KAYIWA
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,KISINGIRI
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,KITARA
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MACKAYI
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MASIKI
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MENGO  HOSPITAL
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MENGO MARKET
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MENGO TOWN
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,MULIRA
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,NTULUME
KAMPALA,KCCA,LUBAGA DIVISION,NAMIREMBE,SENKATUUKA
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,MASIRO
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,SUSANA
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,TERRACE
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE IV
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE IX
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE V
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE VI
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE VII
KAMPALA,KCCA,LUBAGA DIVISION,NANKULABYE I,ZONE VIII
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,CHURCH 
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,FACTORY 
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,KAJUMBI  
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,KIGAGA  
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,KITOORO 
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,KIVUMBI
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,MUSOKE
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,NANFUKA 
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,NATEETE CENTRAL C
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,NATEETE CENTRAL B
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE,NATEETE CENTRAL D
KAMPALA,KCCA,LUBAGA DIVISION,NATEETE, NATEETE CENTRAL A
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,AGGREY
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,BETANIA
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,CENTRAL
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,KAJUBI
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,KASUMBA
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,KAYANJA
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,KIDOMOOLE
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,MPOMBA
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,MUTAAWE
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,MUTEBI
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,NSIIKE I
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,NSIIKE  II
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,SPIER
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,TOMUSANGE
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,WILSON
KAMPALA,KCCA,LUBAGA DIVISION,NDEEBA,LUBIRI PALACE
KAMPALA,KCCA,LUBAGA DIVISION,KASUBI II,MUGEMA
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,BUKASA 
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,KANYOGOGA
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,KATONGOLE 
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,KAYONGO
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,KIJJWA
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,KYEYITABYA  
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,MUGALU
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,MUYENGA A
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,MUYENGA B
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,MUYENGA HILL
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,NAMUWONGO A
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,NAMUWONGO B
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,SEKINDI  
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,TIBALEKA  
KAMPALA,KCCA,MAKINDYE DIVISION,BUKASA ,YOKA 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,BUZIGA HILL VIEW
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,KAKANDE 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,KATUUSO 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,KIRUDDU 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,LOWER MAWANGA
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,MAWANGA 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,MUDDE 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,SERWADA 
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,UPPER BUZIGA
KAMPALA,KCCA,MAKINDYE DIVISION,BUZIGA,UPPER MAWANGA
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,BUNGA HILL 
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,BUNGA TRC
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,GGABA MISSION
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,GGABA TRC 
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,GGABA WATER  
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,KALUNGU 
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,KATOOGO 
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,KAWUKU 
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,NSUBUGA GONDIOZI
KAMPALA,KCCA,MAKINDYE DIVISION,GGABA,ST. MBAAGA 
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,BIYINJA
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,BWIRE
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,CENTRAL
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,KALANZI
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,KISASIZI
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,KISEMENTI
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,KIWAFU
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,KYEYUNE 
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,MEYA 
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,MUZAANA
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,MUZUNGU
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,OKIRIGI
KAMPALA,KCCA,MAKINDYE DIVISION,KABALAGALA,PANTALEO
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,CHURCH
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,DIPLOMATE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,HERITAGE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,KATABU
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,KIGGUNDU 
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,KIWAFU B
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,KIWAFU ESTATE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,MALE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,MUSANA
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,MUTESASIRA
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,NABUTITI
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,PEPSI
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,SIMBWA
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,SSEBALALA
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,SSEBULIBA ZONE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,TEBANDEKE
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,WHEELING
KAMPALA,KCCA,MAKINDYE DIVISION,KANSANGA,YTK
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,BAGIRINYA
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,BULIGWANGA
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,KASULE
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,LUFULA
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,MUSOKE
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,MUWANGA
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,MUWONGE
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,NAWANKU
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,RING ROAD
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE I,WHITE NILE
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,BASE 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,BYUMA 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,CENTRAL 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,KATENDA 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,KEVINA 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,KIGANDA 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,TAAWO 
KAMPALA,KCCA,MAKINDYE DIVISION,KATWE II,WEST 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,AGIP 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,GREEN HILL 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,INSTITUTION 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KAKUNGULU 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KANAKULYA 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KIBULI CENTRAL
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KIGUMBA 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KIMBUGWE 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KISASA 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KITOORO
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,KYEYUNE 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,LUBOWA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,LUBUGA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,MARKET A 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,MARKET B 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,MOSQUE 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBULI,NAKIBINGE 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,BARRACKS
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,JUUKO 
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,KANAKULYA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,KAPEEKE
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,MASAKU
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,NABISAALU
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,NKERE  
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,NSUWA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,ST BENDICTO
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,WANYANA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE I,WASSWA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,KATEGULA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,KAVULE
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,KIRUNDU
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,KIYEMBE
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,LWANGA
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,NYAGO
KAMPALA,KCCA,MAKINDYE DIVISION,KIBUYE II,WANSANSO
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,BANANA
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,GO DOWN
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,HOSPITAL
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KASANVU
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU B
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU CENTRAL
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU LOWER
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU SOUTH A
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU SOUTH B
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU SOUTH C
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,KISUGU UPPER
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MARKET
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MINISTERS VILLAGE
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MUGALASI
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MUTAJAZI C
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MUTAJAZI A
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,MUTAJAZI B
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,UPPER LAKE SIDE
KAMPALA,KCCA,MAKINDYE DIVISION,KISUGU,LAKE SIDE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,BRUNO
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KALULE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KANISA
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KASULE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KIBALAMA
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KINTU
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KIWEMPE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KIZUNGU
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,LOWER KONGE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,MPONYE
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,NSEREKO
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,SANKARA
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,SERUWAJJI
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,KATIMBO
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,UPPER KONGE I
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,UPPER KONGE  II
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,YOLUM
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,ZONE V
KAMPALA,KCCA,MAKINDYE DIVISION,LUKULI,TYABA
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,ABBAS
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,AMAZON
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,BUKEJJE
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,DIPLOMAT
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,KIRUNDU
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,LUWAFU KIZUNGU
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,NAKINYUGUZI LOWER
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,SEMPA
KAMPALA,KCCA,MAKINDYE DIVISION,LUWAFU,SENDAGALA
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,ISREAL MATOVU
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,KATALE
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,KAZINGA
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,KIROMBE
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,KIZUNGU
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,LUSAKA
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,LUVUUMA
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,MILITARY  BARRACKS
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,MUBARAK
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE I,WATER PUMP
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,DUBAI  
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,KANISA 
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,KLEZIA
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,KIPAMBA 
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,MADIRISA  
KAMPALA,KCCA,MAKINDYE DIVISION,MAKINDYE II,MUSWANGALI  
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,BUYONDO 
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,CENTRAL Z
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,CHURCH 
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,CONVENT  
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,EMBASSY 
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,GOGONYA I
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,GOGONYA II  
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,GOOD WILL  
KAMPALA,KCCA,MAKINDYE DIVISION,NSAMBYA CENTRAL,HOSPITAL  
