District,County,SubCounty,Parish,Village
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,BUNABWIRE
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,BUNAMAE 
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,BUTSESILI
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,BUBWAYO A
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,BUBWAYO B
MANAFWA,BUBULO,BUWAGOGO,BUWAGOGO,KUBEYA
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUNAKOMOLA
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUNAMUKWA LOWER
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUNAMUKWA UPPER
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUNASIMALI A
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUNASIMALI B
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,BUTIMAKA
MANAFWA,BUBULO,BUWAGOGO,SHAMUKUNGA,MAANGA
MANAFWA,BUBULO,KAATO,BUKIMANAYI,BIBALE
MANAFWA,BUBULO,KAATO,BUKIMANAYI,IGANGA
MANAFWA,BUBULO,KAATO,BUKIMANAYI,NANBELE LOWER
MANAFWA,BUBULO,KAATO,BUKIMANAYI,NANDELE UPPER
MANAFWA,BUBULO,KAATO,BUKIMANAYI,NANGWE
MANAFWA,BUBULO,KAATO,BUKIMANAYI,SHILOO A
MANAFWA,BUBULO,KAATO,BUKIMANAYI,SHILOO B
MANAFWA,BUBULO,KAATO,BUKIMANAYI,SHILUKU UPPER
MANAFWA,BUBULO,KAATO,BUKIMANAYI,SHIRUKU LOWER
MANAFWA,BUBULO,KAATO,BUMUKARI,BUMUKARI
MANAFWA,BUBULO,KAATO,BUMUKARI,BUMUKARI CENTRAL
MANAFWA,BUBULO,KAATO,BUMUKARI,BUMUKARI EAST
MANAFWA,BUBULO,KAATO,BUMUKARI,BUMUKARI WEST
MANAFWA,BUBULO,KAATO,BUMUKARI,BUNAMALWA EAST
MANAFWA,BUBULO,KAATO,BUMUKARI,BUNAMALWA WEST
MANAFWA,BUBULO,KAATO,BUMUKARI,BUNAMUNGOMA
MANAFWA,BUBULO,KAATO,BUMUKARI,NAMOSO
MANAFWA,BUBULO,KAATO,BUMUKARI,SHIBANGA
MANAFWA,BUBULO,KAATO,BUMUKARI,SIKUNGA
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUNABUTSALE
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUNAPONDI A
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUNAPONDI B
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUNEKESA
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUWAFULA B
MANAFWA,BUBULO,KAATO,BUNABUTSALE,BUWAFULA A
MANAFWA,BUBULO,KAATO,BUNABUTSALE,LUKALE
MANAFWA,BUBULO,KAATO,BUNABUTSALE,MASHELE
MANAFWA,BUBULO,KAATO,BUNABUTSALE,MASINZI
MANAFWA,BUBULO,KAATO,BUNABUTSALE,MUSOOLA
MANAFWA,BUBULO,KAATO,BUNABUTSALE,NABIKHWAKHWA
MANAFWA,BUBULO,KAATO,BUNABUTSALE,SHIROBO
MANAFWA,BUBULO,KAATO,BUNABUTSALE,SOOBI
MANAFWA,BUBULO,KAATO,BUWANGANI,BUKHONE
MANAFWA,BUBULO,KAATO,BUWANGANI,BUKITUTU
MANAFWA,BUBULO,KAATO,BUWANGANI,BUNAMUBI B
MANAFWA,BUBULO,KAATO,BUWANGANI,BUNAMUBI A
MANAFWA,BUBULO,KAATO,BUWANGANI,BUNAMUBI  CENTRAL
MANAFWA,BUBULO,KAATO,BUWANGANI,BUNAMUWENJE
MANAFWA,BUBULO,KAATO,BUWANGANI,MARONGOLI A
MANAFWA,BUBULO,KAATO,BUWANGANI,MARONGOLI B
MANAFWA,BUBULO,KAATO,BUWANGANI,NASHILO
MANAFWA,BUBULO,KAATO,BUWANGANI,NELAYI
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,BUKHISA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,BUMAMAKANDA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,BUNAMALOTA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,BUWAMBOKA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,MAKUMBA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,NABIKINJI
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,NAMALEA
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,NAMASHO
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,SHITIBO
MANAFWA,BUBULO,KAATO,BUWANGANI TOWN BOARD,TSUTSU
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUMULULU
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUMURUMU  I
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUMURUMU  II
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUMURUMU  III
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUNABIRO
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUNANGABO
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,BUWAMARA
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,KABAALE
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,MALUKHU
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,MUTARA
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,MUTOTO
MANAFWA,BUBULO,KHABUTOOLA,BUGOBERO,NAMALAMBO
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,BUMUFUNI  CENTRA
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,BUMUFUNI  UPPER
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,BUSELENGE
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,MUKKI
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,NASITSAPI
MANAFWA,BUBULO,KHABUTOOLA,BUMUFUNI,SIONGO
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,BUMATOOLA
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,BUNANGABO  I
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,BUNANGABO II
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,KUBUYI  I
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,KUBUYI  II
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,MAMUYIRI
MANAFWA,BUBULO,KHABUTOOLA,BUNANGABO,TSERONO
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUKABOOLE
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUMATOOLA   II
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUNAMBALE
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUNAKAMI
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUSYULA  I
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUSYULA II
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUWAMARA
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUWEBELE
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUWERWE
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,NAMAWANGA
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,SILUMBUSA
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,SIYANZA
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,WATSUBE
MANAFWA,BUBULO,KHABUTOOLA,KHABUTOOLA,BUWATSOSI
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUMAKHAYI
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUMASOKHO
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUMITYELO
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUMUFUNI I
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUMUFUNI II
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUNANDUTU II
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUNANDUTU I
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BUSANGAYI I
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,BOSANGAYI II
MANAFWA,BUBULO,KHABUTOOLA,NEKINA,ISUNU
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,BUKEEMO A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,BUKEEMO B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,LUKHUNA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,LUKOOKI A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,LUKOOKI B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,MISSION
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,NACHANGO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,ROCK A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,ROCK B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,SENIOR QUARTERS
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,SIKHANA A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKEEMO,SIKHANA B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUKHIABALE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUKHABIKULA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUKHOMA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUKUWA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUMUISIMBI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUNAMALI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUNANYAMA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUTTA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,BUWANGA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKHOMA,MAKHONGE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,BITONGE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,BUKHONJO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,BUKIBAYI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,BULYULI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,BUSILU
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,COCK 
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,NALONDO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,NAMAWANGA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,NDALI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUKIBAYI,ROCK 
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,BUKHALUNGU
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,BUTEMULANI II A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,BUTEMULANI II B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,GREEN VALLEY
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,KAYUNGA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,KIBAYI I A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,NAMIKHOMA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,NASONGWE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,NETIBO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,SANGO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUTEMULANI,ZAKARIA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUKITONGO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUMASHUKHA A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUMASHUKHA B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUMWANGU C
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUMWANGU A
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUMWANGU B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUNABALEE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,BUNANGWE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,MUKHUYU
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,NAMASANDA
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,BUWUMA,SANGO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,BAMBOO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,CENTRAL
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,KIBAYI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,LWAKHAKHA B
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,MANGO
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,MARKET
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,MVULE
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,NABUTITI
MANAFWA,BUBULO,LWAKHAKHA TOWN COUNCIL,LWAKHAKHA,NORTHERN
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUKIBETI
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUKIMWEYI
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUMULIKA
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUMUYONGA
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUNAMUNYONYI
MANAFWA,BUBULO,MAGALE,BUKIBETI,MARESI
MANAFWA,BUBULO,MAGALE,BUKIBETI,BUKIBETIIAI
MANAFWA,BUBULO,MAGALE,BUKIBETI,NASELE
MANAFWA,BUBULO,MAGALE,BUKIBETI,NAMUNYIRI
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUMITYERO
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUMOYAYO II
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUSIEMBA
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUSILAKA
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUWAMBWA
MANAFWA,BUBULO,MAGALE,BUMITYERO,BUWESA II
MANAFWA,BUBULO,MAGALE,BUMITYERO,KISOKOTI
MANAFWA,BUBULO,MAGALE,BUMITYERO,KOMONO
MANAFWA,BUBULO,MAGALE,BUMITYERO,MUTONGO
MANAFWA,BUBULO,MAGALE,BUMITYERO,SIBANGA
MANAFWA,BUBULO,MAGALE,BUSIMAOLYA,BUKUTO
MANAFWA,BUBULO,MAGALE,BUSIMAOLYA,BUWAMBINGWA
MANAFWA,BUBULO,MAGALE,BUSIMAOLYA,BUWAMBWA
MANAFWA,BUBULO,MAGALE,BUSIMAOLYA,BUWANDYAMBI
MANAFWA,BUBULO,MAGALE,BUSIMAOLYA,MURUBA
MANAFWA,BUBULO,MAGALE,BUTSEBENI,MAALA
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BULUKHENDU
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BULYULI
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BUMBOTSA
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BUTSEBENI
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BUWANTSALA
MANAFWA,BUBULO,MAGALE,BUTSEBENI,BIBONDO
MANAFWA,BUBULO,MAGALE,BUTSEBENI,NALUWANDE
MANAFWA,BUBULO,MAGALE,BUTSEBENI,SIBANGA
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,BUTINDUYI
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,BUSANTSA
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,BUWESAA I
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,MAGALE TRC
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,NAMBEWO
MANAFWA,BUBULO,MAGALE,MAGALE TOWN BOARD,NANGWALI
MANAFWA,BUBULO,MAGALE,MAKUNYA,BULAKO
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUMOYAYO
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUMULIKA
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUMUSOMI
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUNEUSI
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUSIMAOLYA II
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUTOBOSO
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUWATSALA
MANAFWA,BUBULO,MAGALE,MAKUNYA,BUWOKONA
MANAFWA,BUBULO,MAGALE,MAKUNYA,MAKUNYA
MANAFWA,BUBULO,MAGALE,MAKUNYA,NAKURITI
MANAFWA,BUBULO,MAGALE,MAKUNYA,NANDALAKA
MANAFWA,BUBULO,MAGALE,MAKUNYA,NASALALA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,BUWELE A
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,BUMULEKWA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,BUTSEMA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,BUBITUMU
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,BUWERE B
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,NAMAKESE
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,NAMUNYU
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,MAYENZE,WALANGA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,BUBIRABI
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,CORNER 
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,BUMULYANYUMA A
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,BUMULYANYUMA B
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,MURIRINYI A
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,MURIRINYI B
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,NAMWEKE
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,SIKAYI
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBULO,WANGUTUSI
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUBUTSATSA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUMAYEKU A
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUMAYEKU B
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUNEKESA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUWANDELEMA NORTH
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,BUWANDELEMA SOUTH
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,MABOLO
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,MANAFWA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,NAMAKHUTU NORTH
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,NAMAKHUTU SOUTH
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,NAMUTEMBI
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUBWAYA,NANYONZO
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BULWASTASTA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMUFUNI
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMUFUNI  CENTRAL
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMUKOYA EAST
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMUKOYA WEST
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMWANGU CENTRAL
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BUMWANGU UPPER
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,BWIRUSA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,MARUBA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,NABUKHUYA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,NABWIMA
MANAFWA,BUBULO,MANAFWA TOWN COUNCIL,BUMWANGU,NAMAKHANGA
MANAFWA,BUBULO,MUKOTO,BUFUMA,BUFUMA
MANAFWA,BUBULO,MUKOTO,BUFUMA,KULONGO
MANAFWA,BUBULO,MUKOTO,BUFUMA,LWANDA
MANAFWA,BUBULO,MUKOTO,BUFUMA,MALUKHU
MANAFWA,BUBULO,MUKOTO,BUFUMA,SITOBO
MANAFWA,BUBULO,MUKOTO,BUNAMULUNYI,BUKAKALA
MANAFWA,BUBULO,MUKOTO,BUNAMULUNYI,KUTSUYI
MANAFWA,BUBULO,MUKOTO,BUNAMULUNYI,NAKHALOKO
MANAFWA,BUBULO,MUKOTO,BUNAMULUNYI,NAMISI
MANAFWA,BUBULO,MUKOTO,BUNAMULUNYI,NDOKHO
MANAFWA,BUBULO,MUKOTO,LUWA TOWN BOARD,LUWA
MANAFWA,BUBULO,MUKOTO,LUWA TOWN BOARD,NAMANDE
MANAFWA,BUBULO,MUKOTO,LUWA TOWN BOARD,WAMBETE
MANAFWA,BUBULO,MUKOTO,MAALO,NAMUNYIRI
MANAFWA,BUBULO,MUKOTO,MAALO,KAYEWA I
MANAFWA,BUBULO,MUKOTO,MAALO,MUBIMBI
MANAFWA,BUBULO,MUKOTO,MAALO,LUTINGA
MANAFWA,BUBULO,MUKOTO,MAALO,MAALO
MANAFWA,BUBULO,MUKOTO,MAALO,NABEKI
MANAFWA,BUBULO,MUKOTO,MAALO,NABIRARA
MANAFWA,BUBULO,MUKOTO,MAALO,NAMIRUMBA
MANAFWA,BUBULO,MUKOTO,MAALO,SIBANGA
MANAFWA,BUBULO,MUKOTO,MAALO,SIKUNGA
MANAFWA,BUBULO,MUKOTO,MAKUTANO,KAYEWA II
MANAFWA,BUBULO,MUKOTO,MAKUTANO,MAANGA
MANAFWA,BUBULO,MUKOTO,MAKUTANO,MABALE
MANAFWA,BUBULO,MUKOTO,MAKUTANO,MABEMBE
MANAFWA,BUBULO,MUKOTO,MAKUTANO,MUKOTO
MANAFWA,BUBULO,MUKOTO,MAKUTANO,NANGETSA
MANAFWA,BUBULO,MUKOTO,MAKUTANO,NANTSEKHE
MANAFWA,BUBULO,MUKOTO,MAKUTANO,SAALA
MANAFWA,BUBULO,MUKOTO,SIAKALO,BUMUWUMBWA
MANAFWA,BUBULO,MUKOTO,SIAKALO,BUNAMBOBI
MANAFWA,BUBULO,MUKOTO,SIAKALO,BUNAMWANDU
MANAFWA,BUBULO,MUKOTO,SIAKALO,MAILI
MANAFWA,BUBULO,MUKOTO,SIAKALO,MURUMBA
MANAFWA,BUBULO,MUKOTO,SIAKALO,NAKOOKOLO
MANAFWA,BUBULO,MUKOTO,SIAKALO,NAMAANDE
MANAFWA,BUBULO,MUKOTO,SIAKALO,NAMUNYU
MANAFWA,BUBULO,NALONDO,BUMULEKHWA,BUMULEKHWA II
MANAFWA,BUBULO,NALONDO,BUMULEKHWA,BUNABWILE
MANAFWA,BUBULO,NALONDO,BUMULEKHWA,MURUMBA
MANAFWA,BUBULO,NALONDO,BUMULEKHWA,WANGA A
MANAFWA,BUBULO,NALONDO,BUMULEKHWA,WANGA B
MANAFWA,BUBULO,NALONDO,BUTSEMA,NAMUKHOKHE
MANAFWA,BUBULO,NALONDO,BUTSEMA,KITSI
MANAFWA,BUBULO,NALONDO,BUTSEMA,NALUNGU
MANAFWA,BUBULO,NALONDO,BUTSEMA,BUTSEMA II
MANAFWA,BUBULO,NALONDO,BUTSEMA,NASYA
MANAFWA,BUBULO,NALONDO,NALONDO,BUBITUMU II
MANAFWA,BUBULO,NALONDO,NALONDO,BUFUMBULA B
MANAFWA,BUBULO,NALONDO,NALONDO,BUNAMONE III
MANAFWA,BUBULO,NALONDO,NALONDO,MATOTO
MANAFWA,BUBULO,NALONDO,NALONDO,NALONDO
MANAFWA,BUBULO,NALONDO,NALONDO,BUFUMBULA III
MANAFWA,BUBULO,NALONDO,WANGA,BUNATANGA
MANAFWA,BUBULO,NALONDO,WANGA,BUWERE
MANAFWA,BUBULO,NALONDO,WANGA,NEKINA
MANAFWA,BUBULO,NALONDO,WANGA,SIBEMBE
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,BULAKO
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,BUMABENTSU
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,BUMAE
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,BUMUSOMI
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,LWANDUBI
MANAFWA,BUBULO,NAMABYA,BUMUSOMI,NELOBE
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BILAA
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BUKHONTSO
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BUMULA
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BUTSUNGA
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BUWALUKHULI
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,BUWANGOTA
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,LWAKOKO
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,LWAMBALE
MANAFWA,BUBULO,NAMABYA,BUWASUNGUYI,MUTONGO
